news_id,title,content,meneos,clicks,karma,positive_votes,anonymous_votes,negative_votes,category,comments,published_date,user,source,source_link,scraped_date,provincia,comunidad,cluster
2989410,Así acabó durmiendo en un parque el creador de Superman,"Los creadores de Superman vendieron los derechos por 130 dólares y Joe Shuster acabó durmiendo en el banco de un parque. Jerry Siegel ""sufrió tal trauma que no pudo crear más historias. Veía un número de Superman y se ponía físicamente enfermo"".",213,2562.0,333,89,124,6,Entretenimiento y Cultura,23,2018-07-31 20:50:07,--76276--,elconfidencial.com,https://www.elconfidencial.com/amp/cultura/2018-07-31/superman-libro-comic-joe-shuster-jerry-siegel-superheroe_1599433/?__twitter_impression=true,2025-02-27 16:02:42,,,1
2988918,Patrick Volkerding tiene problemas económicos [EN],"He estado reflexionando sobre cómo decirte todo esto, y creo que este es un lugar tan bueno como cualquier otro. La tienda me ha robado, y estoy casi arruinado. No tengo pruebas de que alguna vez hayan hecho algo con las donaciones además de llenarse los bolsillos. No me han pagado nada en dos años. Eso fue en la versión 14.2 (y siguió otro largo período de tiempo sin ingresos). La versión 14.2 generó casi 100.000$ en ingresos. La tienda me dio 1$.",206,4389.0,320,82,124,2,Tecnología y Ciencia,23,2018-07-31 20:00:05,uname,linuxquestions.org,https://www.linuxquestions.org/questions/slackware-14/donating-to-slackware-4175634729/,2025-02-27 16:02:42,,,1
2989346,Tres cuartas partes de las playas valencianas están cubiertas de cemento,"Greenpeace y el Observatorio de la Sostenibilidad han elaborado el informe 'A toda costa', un estudio que pretende analizar la ""evolución y estado de conservación de los bienes y servicios que proporcionan las costas"" en el que alertan de que se está perdiendo biodiversidad ""a una velocidad alarmante"". Por ello, alertan de que es urgente detener el ""deterioro"", así como restaurar los ecosistemas degradados. ""Entre 1987 y 2005 se destruyeron dos hectáreas (unos dos campos de fútbol) al día en los primeros 500 metros de costa"".",285,1050.0,327,104,181,1,Política y Sociedad,29,2018-07-31 19:25:21,albertiño12,eldiario.es,https://www.eldiario.es/cv/medio_ambiente/Greenpeace-toda-costa-Comunitat-Valenciana_0_796870797.html,2025-02-27 16:02:42,,,1
2989464,Ambulancias y camiones de bomberos llevarán luces azules desde mañana,Los taxis y coches de alquiler con conductor llevarán matrículas con fondo azul,223,5985.0,384,100,123,0,Política y Sociedad,56,2018-07-31 19:25:03,X...X,que.es,http://www.que.es/ultimas-noticias/201807311133-ambulancias-camiones-bomberos-llevaran-luces.html,2025-02-27 16:02:42,,,1
2989478,The Pesetor (El Taxista),"Sketch de La Hora Chanante, de 2008.",401,9822.0,388,172,229,8,Entretenimiento y Cultura,25,2018-07-31 19:20:04,carademalo,youtube.com,https://www.youtube.com/watch?v=9Ajb3Pqrtok,2025-02-27 16:02:42,,,1
2989424,Absuelven a siete acusados del 'caso Faycán' y declaran al PP responsable subsidiario,"El presidente de la Audiencia Provincial de Las Palmas y de su Sección Sexta, Emilio Moya, ha informado que este martes los magistrados Carlos Vielba y Oscarina Naranjo han dictado sentencia del 'caso Faycán', asumiendo parcialmente el voto que el 26 de julio hizo llegar a la Sala el magistrado Salvador Alba, ponente de la misma y suspendido provisionalmente de sus funciones. De este modo, han absuelto a siete acusados en dicho procedimiento, al tiempo que han declarado al PP responsable subsidiario.",477,760.0,289,129,348,0,Política y Sociedad,44,2018-07-31 18:25:03,Meneador_Compulsivo,20minutos.es,https://www.20minutos.es/noticia/3408140/0/absuelven-siete-acusados-caso-faycan-declaran-al-pp-responsable-subsidiario/,2025-02-27 16:02:42,Las Palmas,Canarias,1
2989386,"Marte, en el punto más cercano a la Tierra en los últimos 15 años","El 31 de julio de 2018, Marte se sitúa en el punto más cercano a la Tierra de los últimos quince años, lo que permite que el planeta pueda verse como un punto rojizo brillante en el cielo.",204,1550.0,292,96,108,0,Política y Sociedad,40,2018-07-31 18:05:04,Poignard,hipertextual.com,https://hipertextual.com/2018/07/marte-cerca-tierra,2025-02-27 16:02:42,,,1
2989381,Así avanzó el eucalipto por las Fragas do Eume a la vez que redujo el bosque atlántico,Las plantaciones de eucalipto pasaron de 1.125 a 1.340 hectáreas en los primeros años de gestión del Parque Natural. El bosque autóctono perdió 646 hectáreas en el mismo periodo.,335,1489.0,286,117,218,0,Política y Sociedad,33,2018-07-31 17:20:04,PacoGZ,galiciaconfidencial.com,http://www.galiciaconfidencial.com/noticia/76351-avanzou-eucalipto-polas-fragas-eume-tempo-se-reduciu-bosque-atlantico,2025-02-27 16:02:42,,,1
2989408,La cantidad de suicidios es dos veces superior al número de fallecidos en accidentes de tráfico,"El Instituto Nacional de Estadística ha elaborado una encuesta en la que recoge las principales causas de muerte en España. Con 3.910 fallecidos en 2014 el suicidio sigue siendo la primera causa externa de muerte, llegando a duplicar a los muertos por accidente de tráfico. Le siguen los fallecimientos por caídas accidentales que provocaron la muerte de 2.749 personas.",904,2176.0,331,329,575,4,Política y Sociedad,320,2018-07-31 17:00:04,pablisako,lasexta.com,https://www.lasexta.com/noticias/sociedad/casos-suicidios-duplican-numero-fallecidos-accidente-trafico_20160330572c8ae04beb28ff5365201f.html,2025-02-27 16:02:42,,,0
2989425,"El empresario Juan Muñoz, detenido por contratar a Villarejo para un chantaje","El empresario sevillano Juan Muñoz -marido de Ana Rosa Quintana-, su hermano y el abogado de ambos han sido detenidos este martes por la Policía por contratar al comisario Villarejo para realizar un chantaje, según ha avanzado La Vanguardia. Según el citado medio, que cita fuentes de la investigación, los agentes detectaron que los hermanos Muñoz habían contactado con Villarejo antes de su detención, que se produjo el pasado mes de noviembre, para hacer un seguimiento de una persona y chantajearla si no conseguía recuperar una deuda.",581,1620.0,355,209,372,0,Política y Sociedad,46,2018-07-31 16:55:11,Cubillina,elindependiente.com,https://www.elindependiente.com/politica/2018/07/31/empresario-juan-munoz-detenido-contratar-villarejo-chantaje/,2025-02-27 16:02:44,,,1
2989320,Japoneses matan a 122 ballenas minke preñadas en la Antártida,"El gobierno japonés afirma que la caza de ballenas es una parte antigua de la cultura de Japón, sin embargo, las expediciones a la Antártida para la carne de ballena sólo comenzaron después de la Segunda Guerra Mundial. Un informe enviado a la Comisión Ballenera Internacional (IWC, por sus siglas en inglés) reveló que Japón mató a 122 ballenas minke preñadas en su última expedición de caza, en la cual capturó a un total de 333 cetáceos.",920,1242.0,283,251,669,2,Política y Sociedad,93,2018-07-31 13:55:03,ElRespeto,excelsior.com.mx,http://www.excelsior.com.mx/global/japoneses-matan-a-122-ballenas-prenadas-en-la-antartida/1242182,2025-02-27 16:02:44,,,0
2989276,"""Estamos medicalizando problemas que no son médicos, sino sociales""","Manuel Gálvez Ibáñez, médico de familia de 63 años, acaba de publicar 'Vive. Reflexiones de un médico de familia', un alegato a vivir sin miedo y disfrutar del día a día. Con más de 250.000 consultas a sus espaldas, el doctor resume sus vivencias como profesional sanitario. ""Estamos medicalizando problemas sociales. Eso es una parte, la otra es que hay muchas empresas y  corporaciones, no solo farmacéuticas, sino de alimentación, estética, fitness... Es que ahora los anuncios en contra del colesterol los hace la industria.",441,3676.0,342,141,300,1,Entretenimiento y Cultura,47,2018-07-31 12:50:04,albertiño12,redaccionmedica.com,https://www.redaccionmedica.com/la-revista/entrevistas/-estamos-medicalizando-problemas-que-no-son-medicos-sino-sociales--3233,2025-02-27 16:02:44,,,1
2988990,El ejército sirio elimina mayor bastión de ISIS en la provincia de Deraa,"Las tropas gubernamentales restablecieron el control sobre la localidad de Al Shajra, el mayor bastión de la agrupación terrorista ISIS (autodenominado Estado Islámico) en la provincial siria de Deraa.",346,1405.0,329,139,207,2,Política y Sociedad,105,2018-07-31 12:20:04,DeporteTuit,mundo.sputniknews.com,https://mundo.sputniknews.com/orientemedio/201807301080793983-ejercito-siria-elimina-bastion-de-isis-en-deraa/,2025-02-27 16:02:44,,,1
2989099,La OTAN es una mina de oro para las industrias de armas estadounidenses (Eng),"Los países de la OTAN han sido instados por el presidente Trump para aumentar sus gastos en armas, y las razones de su insistencia lo dejan cada vez más claro. No tiene nada que ver con ninguna justificación de defensa, porque, después de todo, el Secretario General de la alianza militar Estados Unidos-OTAN,, ha admitido que ""no vemos ninguna amenaza inminente contra ningún aliado de la OTAN"" y la Internacional de Estocolmo El Instituto de Investigación de la Paz registró en su Informe Mundial 2018 que el gasto militar de Rusia fue un 20%...",556,1447.0,320,170,386,1,Política y Sociedad,68,2018-07-31 11:45:03,--394145--,open-mind.news,https://www.open-mind.news/index.php/2018/07/30/nato-is-a-goldmine-for-us-weapons-industries/,2025-02-27 16:02:44,,,1
2989127,Luis Salom: de 'asesor de los líos' del PP a denunciante masivo de Compromís,"El asesor popular en el Ayuntamiento de Valencia, imputado en el caso 'Taula' por blanqueo (el conocido 'pitufeo'), ha presentado en los últimos meses alrededor de una quincena de denuncias contra cargos políticos de la izquierda valenciana, la mayoría de las cuáles han sido archivadas.",565,2256.0,365,178,387,0,Política y Sociedad,67,2018-07-31 11:00:22,Ripio,eldiario.es,https://www.eldiario.es/cv/politica/Luis-Salom-asesor-PP-denunciator_0_797220436.html,2025-02-27 16:02:44,València/Valencia,Comunidad Valenciana,1
2989212,Cabify se compromete a trasladar su sede fiscal desde Delaware a España,"Cabify ha anunciado este martes su decisión de cambiar su sede fiscal y trasladarla desde Delaware, en EEUU, hasta España.",573,3143.0,339,215,358,0,Política y Sociedad,158,2018-07-31 11:00:04,Good2SeeU,elindependiente.com,https://www.elindependiente.com/economia/2018/07/31/cabify-sede-fiscal-delaware-espana/,2025-02-27 16:02:44,,,1
2989112,Ganándose la vida estafando a los estafadores [ENG],"""Bueno, mis nietos han estado aquí y es algo sobre un virus de la pornografía"", dice la suave voz de una anciana por teléfono. ""Desenchufé el ordenador inmediatamente"", continúa, y después de explicar sus preocupaciones con un poco más de detalle, una voz femenina al otro lado de la línea responde: ""No te preocupes, déjame ayudarte"" [...] Pero la anciana no es una anciana, es Kitboga, un experto en hacer perder el tiempo a estafadores que es capaz de hacerles cantar durante una conversación que dura 40 minutos [incluye vídeo de una sesión]",290,9113.0,313,116,174,1,Tecnología y Ciencia,40,2018-07-31 10:50:04,ccguy,engadget.com,https://www.engadget.com/2018/07/30/scamming-tech-support-scammers/,2025-02-27 16:02:44,,,1
2989134,Y Robin Williams perdió la cabeza: el impactante documental de HBO,"Tiempo después, ""con la autopsia se hizo público que padecía demencia con cuerpos de Lewy, una enfermedad neurodegenerativa que se suele superponer con el Alzheimer y el Parkinson"", intenta explicar 'En la mente de Robin Williams', el documental dirigido por Marina Zenovich que HBO ha estrenado en España este julio.",224,5569.0,317,98,126,12,Entretenimiento y Cultura,33,2018-07-31 10:20:03,--493164--,elconfidencial.com,https://www.elconfidencial.com/cultura/2018-07-31/robin-williams-muerte-vida-historia-hollywood_1597720/,2025-02-27 16:02:44,,,1
2988962,¿Cómo se denominaba y entendía ‘España’ en la Edad Media? La perspectiva cristiana,"Hispania en la Edad Media está muy lejos de ser un mero referente geográfico. El problema estaría en determinar cuándo es posible atisbar sentimientos de adhesión que lo transformen en un ámbito cultural de identificación, e incluso en una realidad política a la que se pertenece y que puede ser objeto de control por unos o por otros. Ahora bien, ese contenido oscila entre dos posiciones contrapuestas: una pretensión de unidad idealizada y una realidad constitutivamente plural.",154,4271.0,388,58,96,4,Entretenimiento y Cultura,110,2018-07-31 10:05:03,pirazzi17,alandalusylahistoria.com,http://www.alandalusylahistoria.com/?p=315,2025-02-27 16:02:44,,,1
2988925,La vida flotante en las Islas de los Uros del Lago Titicaca,"Las 77 islas flotantes de los Uros, en el lago Titicaca, tienen como principal peculiaridad que han de renovarse regularmente si quieren salir a flote cambiando la red de juncos que se superponen a una base realizada con totora fresca. Un material básico en la economía de la región.",104,2513.0,325,48,56,1,Entretenimiento y Cultura,16,2018-07-31 09:55:03,KarMalone,howlanders.com,https://www.howlanders.com/blog/peru/islas-de-los-uros-lago-titicaca/,2025-02-27 16:02:44,,,1
2989158,Menor de seis años separada de sus padres sufre abusos sexuales en un centro de detención del gobierno,La denuncia de un caso de presunto abuso sexual de una niña inmigrante guatemalteca de seis años de edad en un albergue en Arizona ha desatado las críticas de políticos y organizaciones sociales contra la estrategia de separación familiar.,744,1632.0,337,213,531,17,Política y Sociedad,43,2018-07-31 09:40:03,--546793--,laopinion.com,https://laopinion.com/2018/07/29/menor-de-seis-anos-separada-de-sus-padres-es-abusada-sexualmente-en-centro-de-detencion-del-gobierno/,2025-02-27 16:02:44,,,1
2989164,"Agresiones, linchamientos y desprecio: el racismo explota en la Italia de Salvini","Una ola de incidentes y palizas —incluso mortales— contra inmigrantes ha tenido lugar en los últimos días, desatando la alarma de un sector de la ciudadanía. El Gobierno opta por ignorarlo",503,1760.0,347,154,349,25,Política y Sociedad,134,2018-07-31 09:35:03,MKitus,elconfidencial.com,https://www.elconfidencial.com/mundo/2018-07-30/agresiones-linchamientos-racismo-explota-italia-matteo-salvini_1599483/,2025-02-27 16:02:44,,,2
2989125,"Habla la profesora que denunció presiones: ""Le dije a Pablo Casado que la situación me resultaba desagradable""","La Complutense ha archivado la investigación sobre la carrera de Pablo Casado al considerar que no hay irregularidades relevantes para seguir adelante con el expediente. Sin embargo, en su contenido hay referencias de un docente que recibió presiones para aprobarlo. En el informe se hace referencia a su declaración en masculino genérico, aunque es una profesora. Prefiere mantener el anonimato, pero reconoce que tras suspender dos asignaturas al líder del PP recibió ""indicaciones"" y ""recomendaciones"" por parte de la dirección del centro.",776,1385.0,317,226,550,2,Política y Sociedad,28,2018-07-31 09:30:03,ccguy,eldiario.es,https://www.eldiario.es/sociedad/Universidad_Complutense-Pablo_Casado-UCM_0_798270867.html,2025-02-27 16:02:44,,,1
2989168,Este parásito droga a sus anfitriones con el químico psicodélico de los hongos alucinógenos [En],"Ese destino ignominioso recae regularmente sobre las cigarras de Norte América. Estos insectos pasan su juventud bajo tierra, alimentándose de raíces. Después de 13 o 17 años de esto, salen sincronizadamente del suelo en plagas de proporciones bíblicas durante unas pocas semanas de canción y sexo. Pero al salir, algunos de ellos encuentran las esporas de un hongo llamado Massospora.",136,2731.0,389,57,79,0,Entretenimiento y Cultura,41,2018-07-31 09:15:21,--35879--,theatlantic.com,https://www.theatlantic.com/science/archive/2018/07/massospora-parasite-drugs-its-hosts/566324/,2025-02-27 16:02:44,,,1
2989140,Mearse en la piscina: la verdad sobre el (puerco) idilio entre pis y albercas,"Pocas cosas reportan tanto placer en verano como darse un chapuzón en el agua helada de una piscina. Refrescante y necesario, sí. ¿Saludable? Eso ya depende. Lo sería del todo si, entre otras cosas, la gente no le tuviera tanto apego al acto de hacer pis en ellas. Aunque se considera un tabú, algunos estudios revelan que el 19% de los adultos han admitido haber orinado en una piscina, al menos una vez en su vida. Por eso, a estas alturas, pocos dudan de que piscina y orina son pareja de hecho.",150,4497.0,322,53,97,2,Entretenimiento y Cultura,84,2018-07-31 09:15:04,ccguy,yorokobu.es,https://www.yorokobu.es/pis-piscina/,2025-02-27 16:02:44,,,1
2989120,"El pánico de Armand, conductor de Cabify: ""Me dispararon una bala del calibre 22. Esto te mata""","Él, su esposa y sus tres hijos de 16, 15 y 12 años están viviendo intranquilos la huelga que los taxistas están protagonizando en las calles de Barcelona. Mucho más desde que Armand, conductor de Cabify, recibiera un balazo mientras recogía a una usuaria a apenas dos calles de la Sagrada Familia. La bala, una 22 milímetros según estiman, atravesó el cristal lateral trasero y describió una trayectoria paralela al asiento de pasajeros hasta impactar con el altavoz de la puerta opuesta. “Menos mal que no iba nadie montado""",476,2191.0,299,172,304,5,Política y Sociedad,220,2018-07-31 09:10:03,ccguy,elespanol.com,https://www.elespanol.com/reportajes/20180731/panico-armand-conductor-cabify-dispararon-calibre-mata/326468340_0.html,2025-02-27 16:02:44,Barcelona,Cataluña,1
2989115,El valor de las licencias de taxi se desploma un 50% desde la llegada de Cabify a España,"El gran activo de un taxista es su licencia. Un conductor que adquiriera la suya hace cinco años pagaría por ella más de 200.000 euros, con cantidades que estaban incluso más cerca de los 250.000 euros. Actualmente, y tras apenas ese lustro, sería todo un éxito colocar una licencia de taxi por más de 130.000 euros. En apenas unos años este tipo de activos ha perdido la mitad de su valor, algo complicado de asimilar sobre todo si tenemos en cuenta que los taxistas suelen contar con que esa operación les ayude en su jubilación.",544,2172.0,284,199,345,1,Política y Sociedad,188,2018-07-31 08:50:03,ccguy,elindependiente.com,https://www.elindependiente.com/economia/2018/07/30/licencias-taxi-valor-desploma-cabify/,2025-02-27 16:02:44,,,1
2989132,Corrupción: Denuncié que mi banco blanqueaba dinero a los chinos y me han destrozado la vida,La denunciante ha sufrido diversos ataques dentro de la empresa y ha estado dos años de baja por depresión. Toda la cúpula del banco está siendo investigada,1169,6959.0,262,324,845,1,Política y Sociedad,97,2018-07-31 08:05:11,--583514--,elconfidencial.com,https://www.elconfidencial.com/espana/2018-07-31/whistleblower-bantierra-mar-uriarte-informante_1596845/,2025-02-27 16:02:44,,,0
2989098,Francia aprueba la prohibición del teléfono móvil en las escuelas,"La Asamblea Nacional de Francia ha aprobado este lunes la prohibición del teléfono móvil a partir de septiembre en las escuelas y algunos cursos de educación secundaria. Esta medida fue defendida durante la campaña electoral del actual presidente francés, Emmanuel Macron. El texto prohíbe de forma taxativa el uso del móvil en el recinto escolar -así como el de tabletas o relojes con conexión- y permite que los propios centros establezcan las excepciones en sus reglamentos internos. | Relacionadas en #1",678,731.0,269,224,454,2,Entretenimiento y Cultura,131,2018-07-31 06:45:13,Rorschach_,20minutos.es,https://www.20minutos.es/noticia/3407501/0/francia-aprueba-prohicion-movil-escuelas/,2025-02-27 16:02:44,,,1
2989052,Tesla estudia la apertura en Alemania de su primera fábrica en Europa,"El fabricante de vehículos eléctricos está en conversaciones con las autoridades germanas para asentar su factoría en el país, donde producirá tanto automóviles como baterías. En paralelo, la empresa prepara una fábrica en China para 2020.",330,840.0,275,109,221,1,Tecnología y Ciencia,108,2018-07-31 04:40:22,--583514--,kippel01.com,https://www.kippel01.com/empresa/tesla-estudia-la-apertura-en-alemania-de-su-primera-fabrica-en-europa.html,2025-02-27 16:02:44,,,1
2988994,Cifuentes dijo a la jueza que mandaba sus trabajos a la Universidad por mensajero y no por mail,"Afirmó que no hay rastro digital porque siempre los enviaba en papel e insistió en que no ha encontrado ninguna copiaA la jueza le extraña el método y plantea dudas durante el interrogatorio: ""¿Le resultaba más cómodo imprimirlo, meterlo en un sobre…?""Cifuentes no recordó en qué consistían los trabajos que hizo para aprobar las asignatura pero sí que eran muy cortos y ""sencillos""",606,1602.0,268,186,420,1,Política y Sociedad,63,2018-07-31 03:50:13,Cubillina,eldiario.es,https://www.eldiario.es/politica/Cifuentes-intenta-justificar-digital-trabajos_0_798270720.html,2025-02-27 16:02:44,,,1
2989100,Las más bellas fotografías realizadas por la sonda Cassini,"Estas impresionantes imágenes  fueron tomadas por la sonda Cassini de camino a Saturno. Entre todas las imágenes enviada por la sonda Cassini, hay fotografías de una belleza insólita. A continuación tenéis una selección de ellas para celebrar el décimo aniversario en el que la sonda entró en órbita alrededor del sistema de Saturno.",216,5825.0,296,108,108,0,Entretenimiento y Cultura,7,2018-07-31 03:00:04,kverko,astrofisicayfisica.com,https://www.astrofisicayfisica.com/2018/07/las-mas-bellas-fotografias-realizadas.html,2025-02-27 16:02:44,,,1
2989085,Jóvenes pagan $100 a un indigente por tatuarse el nombre del novio en la frente,"La fiesta de despedida de soltero de un joven británico en las costas de España se descontroló después de que convencieran a Tomek, un sin techo polaco, de tatuarse la frente a cambio de 90 libras.   El hecho causó indignación entre la comunidad británica y varios medios locales han dado a conocer lo ocurrido.",388,3509.0,303,137,251,3,Política y Sociedad,57,2018-07-31 02:15:03,hovercraft85,soy502.com,http://www.soy502.com/articulo/jovenes-pagan-90-indigente-tatuarse-frente-31313,2025-02-27 16:02:44,,,1
2988714,"Disciplina a bordo. Castigos, pasar por la quilla, azotes, ordenanzas","Las dotaciones de los buques españoles de la época eran buenas, se les podía achacar de impericia por falta de práctica de navegación en alta mar, pero nunca de mal comportamiento o de insubordinación; no eran, como dijo Pelayo Alcalá Galiano, gente proterva sacada de los presidios, y pilla recogida en levas, sujeta a la obediencia por el temor al castigo que pudiera inflirgirles la guarnición de a bordo...",109,3320.0,297,52,57,0,Entretenimiento y Cultura,14,2018-07-31 01:55:03,PeterDry,todoababor.es,https://www.todoababor.es/vida_barcos/disciplina.htm,2025-02-27 16:02:44,,,1
2989066,Javier Cárdenas desmiente la cancelación de 'Hora punta',"Los rumores apuntaban a una posible cancelación del polémico programa semanal Hora Punta tras la difusión de un correo electrónico en el que se informaba de que el programa no seguiría en la parrilla en septiembre. Sin embargo, Cárdenas ha negado esta información, y afirma que el equipo está preparado para afrontar la nueva temporada. Según recoge el medio Cárdenas se encuentra ""muy tranquilo y afirma que ha sentido el total apoyo de la dirección de la Corporación"".",196,914.0,320,86,110,2,Política y Sociedad,58,2018-07-31 01:35:03,albertiño12,publico.es,https://www.publico.es/economia/comunicacion/javier-cardenas-comunica-via-email.html,2025-02-27 16:02:46,,,1
